Cluster ID,Resource ID,Resource Name,Account Name,Account Identifier,ClusterRole,FailoverOrder,Last Seen,Engine,Instance Type - Current,Instance Family - Current,Storage Type - Current,Idle,Hours Running,CPU Max,Memory Max,IOPS Max,Storage Throughput Max,Connections Max,Currency Code,Effective Rate - Current,Cost,Recommendation,Instance Recommendation,Instance Type - Recommended,Instance Family - Recommended,Storage Recommendation,Storage Type - Recommended,VCPU - Current,VCPU - Recommended,Memory - Current,Memory - Recommended,IOPS - Current,IOPS - Recommended,Storage - Current,Storage - Recommended,Storage Throughput - Current,Storage Throughput - Recommended,Previous Generation - Recommended,Equivalent Family - Recommended,Equivalent Memory - Recommended,Risk,Effective Rate - Recommended,Savings,Savings Percent,ACC-FDC-DIV,ACC-FDC-ENV,ACC-FDC-ENV2,ACC-FDC-MONTHLY-BUDGET,ACC-FDC-UAID,ACC-FDC-UAID2,ACC-FDC-nodepartment-thisiszone,ACC:FDC:DEPARTMENT,ADS-AWS-TEST-environments,ADS-K8S-TEST-F2NI2LE,APMID,APP-APM-LABEL,AppName,Application UID,Azure Resource Group,Business Unit,DIVISION,FNX Environment ID,Name,Purpose,UAID,argocd-instances,Export Order
bts-stage-merchant-db-west-global-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-stage-merchant-db-west-global-instance-2,bts-stage-merchant-db-west-global-instance-2,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,33,76,1522,123,40,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,44
bts-stage-merchant-db-west-global-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-stage-merchant-db-west-global-instance-3,bts-stage-merchant-db-west-global-instance-3,FDAWS BusinessTrack Nonprod,446589977811,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,100,694.00,32,74,2,0,40,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,45
clx-dev-fraudvas-db-west-cluster,arn:aws:rds:us-west-2:446589977811:db:clx-dev-fraudvas-db-west-cluster-instance-1,clx-dev-fraudvas-db-west-cluster-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,23,75,535,235,49,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,46
clx-qa-fraudvas-db-west-cluster,arn:aws:rds:us-west-2:446589977811:db:clx-qa-fraudvas-db-west-cluster-instance-1,clx-qa-fraudvas-db-west-cluster-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,28,75,297204,38955,36,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,47
clx-stage-fraudvas-db-west-cluster,arn:aws:rds:us-west-2:446589977811:db:clx-stage-fraudvas-db-west-cluster-cluster,clx-stage-fraudvas-db-west-cluster-cluster,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,25,86,102010,13371,201,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,48
bts-prod-merchant-db-west-global-cluster-1,arn:aws:rds:us-west-2:675440017561:db:bts-prod-merchant-db-west-global-instance-1,bts-prod-merchant-db-west-global-instance-1,FDAWS BusinessTrack Prod,675440017561,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,24,74,533,70,102,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,49
bts-prod-merchant-db-west-global-cluster-1,arn:aws:rds:us-west-2:675440017561:db:bts-prod-merchant-db-west-global-instance-2,bts-prod-merchant-db-west-global-instance-2,FDAWS BusinessTrack Prod,675440017561,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,32,74,1600,210,102,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,50
prod-miam-aurora-db-west,arn:aws:rds:us-west-2:889549232637:db:prod-miam-aurora-db-west,prod-miam-aurora-db-west,FDAWS Merchant IAM Prod,889549232637,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.xlarge,r4,aurora,100,694.00,29,76,765,117,0,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,30.50000,32.00000,0,N/A,0,N/A,800,4750,false,false,true,0.00,0.30,111.30,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,51
prod-miam-aurora-db-west,arn:aws:rds:us-west-2:889549232637:db:prod-miam-aurora-db-west-us-west-2b,prod-miam-aurora-db-west-us-west-2b,FDAWS Merchant IAM Prod,889549232637,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.xlarge,r4,aurora,100,694.00,35,73,3,0,0,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,30.50000,32.00000,0,N/A,0,N/A,800,4750,false,false,true,0.00,0.30,111.30,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,52
N/A,arn:aws:rds:us-west-2:446589977811:db:bts-dev-statements,bts-dev-statements,FDAWS BusinessTrack Nonprod,446589977811,Instance,,2025-06-03T21:00:00Z,PostgreSQL,db.t3.medium,t3,gp2,100,694.00,82,39,3782,1824,0,USD,0.06,81.99,Terminate,Terminate,db.t3.medium,t3,Terminate,gp2,0.40000,0.40000,4.00000,4.00000,1500,1500,500,500,2085,2085,false,true,true,0.00,0.06,81.99,100.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,53
dev-west-clx-telecheck-db-cluster,arn:aws:rds:us-west-2:446589977811:db:dev-west-clx-telecheck-db-cluster-instance-1,dev-west-clx-telecheck-db-cluster-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora PostgreSQL,db.r6g.xlarge,r6g,aurora,0,694.00,29,77,5150,62,3,USD,0.41,284.55,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,4750,4750,false,false,true,0.00,0.30,77.85,27.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,54
aurora-svseu-cluster,arn:aws:rds:eu-west-1:243575567843:db:aurora-svseu,aurora-svseu,TW SVS,243575567843,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.2xlarge,r5,aurora,0,694.00,62,84,174400,3163,36,USD,1.01,701.77,Rightsize,Rightsize,db.r6g.2xlarge,r6g,,,8.00000,8.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.91,73.47,10.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,55
aurora-svseu-cluster,arn:aws:rds:eu-west-1:243575567843:db:aurora-svseu-eu-west-1a,aurora-svseu-eu-west-1a,TW SVS,243575567843,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.2xlarge,r5,aurora,0,694.00,4,78,3,0,36,USD,1.01,701.77,Rightsize,Rightsize,db.r6g.2xlarge,r6g,,,8.00000,8.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.91,73.47,10.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,56
t3-proddb-aurora-cluster,arn:aws:rds:us-east-1:117054633658:db:t3-proddb-aurora,t3-proddb-aurora,fdaws-emv-certification-prod,117054633658,Writer,1,2025-06-03T21:00:00Z,Aurora PostgreSQL,db.r5.2xlarge,r5,aurora,0,694.00,68,81,8951283,350422,43,USD,0.92,635.98,Rightsize,Rightsize,db.r6g.2xlarge,r6g,,,8.00000,8.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.82,66.89,11.00,,prod,prod,500,uaid-06331,uaid-06331,,gbs,,,,,,,,,gbs,,,,,,57
aurora-svsus-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svsus-us-east-1a,aurora-svsus-us-east-1a,TW SVS,243575567843,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.2xlarge,r5,aurora,0,694.00,71,82,10473,1373,22,USD,0.92,635.98,Rightsize,Rightsize,db.r6g.2xlarge,r6g,,,8.00000,8.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.82,66.89,11.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,58
aurora-svsus-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svsus-us-east-1c,aurora-svsus-us-east-1c,TW SVS,243575567843,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.2xlarge,r5,aurora,0,694.00,52,86,221806,27381,22,USD,0.92,635.98,Rightsize,Rightsize,db.r6g.2xlarge,r6g,,,8.00000,8.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.82,66.89,11.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,59
emv-uat-db-rds-052025-cluster,arn:aws:rds:us-east-1:249316530446:db:emv-uat-db-rds-052025,emv-uat-db-rds-052025,fdaws-emv-certification-nonprod,249316530446,Writer,1,2025-06-03T21:00:00Z,Aurora PostgreSQL,db.r6g.2xlarge,r6g,aurora,0,279.64,17,75,2423347,47429,22,USD,0.82,229.31,Rightsize,Rightsize,db.x2g.xlarge,x2g,,,8.00000,4.00000,64.00000,64.00000,0,N/A,0,N/A,4750,4750,false,false,true,0.00,0.60,62.74,27.00,,nonprod,nonprod,500,uaid-06331,uaid-06331,,gbs,,,,,,,,,gbs,,,,,,60
N/A,arn:aws:rds:us-west-2:446589977811:db:bts-qa-statements,bts-qa-statements,FDAWS BusinessTrack Nonprod,446589977811,Instance,,2025-06-03T21:00:00Z,PostgreSQL,db.t3.medium,t3,gp2,100,694.00,54,30,1280,931,0,USD,0.06,60.73,Terminate,Terminate,db.t3.medium,t3,Terminate,gp2,0.40000,0.40000,4.00000,4.00000,750,750,250,250,2085,2085,false,true,true,0.00,0.06,60.73,100.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,61
N/A,arn:aws:rds:eu-west-1:186452662675:db:ddp-qa-euw1,ddp-qa-euw1,fdaws-digital-payouts-nonprod,186452662675,Instance,,2025-06-03T21:00:00Z,Oracle,db.m5.2xlarge,m5,gp3,0,310.00,6,88,87214,7593,6,USD,0.60,193.57,Rightsize,Rightsize,db.r6i.xlarge,r6i,Rightsize,gp2,8.00000,4.00000,32.00000,32.00000,12000,600,200,200,2120,10000,false,false,true,0.00,0.41,58.81,30.00,,nonprod,nonprod,500,uaid-05469,uaid-05469,,gbs-na,,,,,,,,,gbs-na,,,,,,62
N/A,arn:aws:rds:us-east-1:095056793184:db:paymentjs-docs-db,paymentjs-docs-db,FDAWS E-commerce,095056793184,Instance,,2025-06-03T21:00:00Z,MySQL,db.r6i.large,r6i,gp2,0,694.00,32,17,280,16,40,USD,0.19,148.59,Rightsize,Rightsize,db.m6g.large,m6g,No Action,gp2,2.00000,2.00000,16.00000,8.00000,600,600,200,200,10000,4750,false,false,false,0.00,0.12,48.25,32.00,,prod,prod,500,uaid-05399,uaid-05399,,gbs - na,,,,,,,,,gbs - na,,,,,,63
N/A,arn:aws:rds:us-west-2:871418687315:db:dev-miam-user-provisioning,dev-miam-user-provisioning,FDAWS Merchant IAM Nonprod,871418687315,Instance,,2025-06-03T21:00:00Z,MySQL,db.r5.large,r5,gp2,0,694.00,58,18,850,135,1,USD,0.19,133.28,Rightsize,Rightsize,db.m6g.large,m6g,No Action,gp2,2.00000,2.00000,16.00000,8.00000,100,100,20,20,3500,4750,false,false,false,0.00,0.12,48.25,36.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,64
N/A,arn:aws:rds:us-west-2:871418687315:db:qa-miam-user-provisioning,qa-miam-user-provisioning,FDAWS Merchant IAM Nonprod,871418687315,Instance,,2025-06-03T21:00:00Z,MySQL,db.r5.large,r5,gp2,0,694.00,40,18,900,168,9,USD,0.19,133.28,Rightsize,Rightsize,db.m6g.large,m6g,No Action,gp2,2.00000,2.00000,16.00000,8.00000,100,100,20,20,3500,4750,false,false,false,0.00,0.12,48.25,36.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,65
N/A,arn:aws:rds:us-west-2:871418687315:db:stage-miam-user-provisioning,stage-miam-user-provisioning,FDAWS Merchant IAM Nonprod,871418687315,Instance,,2025-06-03T21:00:00Z,MySQL,db.r5.large,r5,gp2,0,694.00,50,18,682,129,6,USD,0.19,133.28,Rightsize,Rightsize,db.m6g.large,m6g,No Action,gp2,2.00000,2.00000,16.00000,8.00000,100,100,20,20,3500,4750,false,false,false,0.00,0.12,48.25,36.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,66
N/A,arn:aws:rds:us-east-1:340249132257:db:lookdev,lookdev,fdaws-gift-solutions-nonprod,340249132257,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.medium,t3,gp2,100,694.00,55,41,730,120,0,USD,0.05,47.49,Terminate,Terminate,db.t3.medium,t3,Terminate,gp2,0.40000,0.40000,4.00000,4.00000,360,360,120,120,2085,2085,false,true,true,0.00,0.05,47.49,100.00,,nonprod,nonprod,500,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,67
N/A,arn:aws:rds:us-east-1:340249132257:db:looktest,looktest,fdaws-gift-solutions-nonprod,340249132257,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.medium,t3,gp2,100,694.00,53,42,755,125,0,USD,0.05,47.49,Terminate,Terminate,db.t3.medium,t3,Terminate,gp2,0.40000,0.40000,4.00000,4.00000,360,360,120,120,2085,2085,false,true,true,0.00,0.05,47.49,100.00,,nonprod,nonprod,500,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,68
N/A,arn:aws:rds:us-east-1:609417357042:db:gyft-replica-old,gyft-replica-old,Gyft Staging,609417357042,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.medium,t3,gp2,100,694.00,67,89,79135,41413,0,USD,0.05,45.78,Terminate,Terminate,db.t3.medium,t3,Terminate,gp2,0.40000,0.40000,4.00000,4.00000,300,300,100,100,2085,2085,false,true,true,0.00,0.05,45.78,100.00,,nonprod,nonprod,4200,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,69
wgiftcard-conversion-sbox,arn:aws:rds:us-east-1:628913298676:db:wgiftcard-conversion-sbox,wgiftcard-conversion-sbox,FDAWS Gift Solutions Dev (wgiftcard-dev),628913298676,Writer,0,2025-06-03T21:00:00Z,Aurora MySQL,db.t3.medium,t3,aurora,100,694.00,61,73,1325,116,0,USD,0.06,44.96,Terminate,Terminate,db.t3.medium,t3,,,0.40000,0.40000,4.00000,4.00000,0,N/A,0,N/A,2085,2085,false,true,true,0.00,0.06,44.96,100.00,,nonprod,nonprod,2400,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,70
wgiftcard-conversion-sbox,arn:aws:rds:us-east-1:628913298676:db:wgiftcard-conversion-sbox-us-east-1b,wgiftcard-conversion-sbox-us-east-1b,FDAWS Gift Solutions Dev (wgiftcard-dev),628913298676,Reader (Failover),0,2025-06-03T21:00:00Z,Aurora MySQL,db.t3.medium,t3,aurora,100,694.00,68,67,2,0,0,USD,0.06,44.96,Terminate,Terminate,db.t3.medium,t3,,,0.40000,0.40000,4.00000,4.00000,0,N/A,0,N/A,2085,2085,false,true,true,0.00,0.06,44.96,100.00,,nonprod,nonprod,2400,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,71
aurora-wgiftcard-b2bmerchant-wgiftcard-dev,arn:aws:rds:us-east-1:958612202038:db:aurora-wgiftcard-b2bmerchant-wgiftcard-dev,aurora-wgiftcard-b2bmerchant-wgiftcard-dev,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.t3.medium,t3,aurora,100,694.00,63,74,327,6,0,USD,0.06,44.96,Terminate,Terminate,db.t3.medium,t3,,,0.40000,0.40000,4.00000,4.00000,0,N/A,0,N/A,2085,2085,false,true,true,0.00,0.06,44.96,100.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,72
N/A,arn:aws:rds:us-east-1:628913298676:db:tw-payment,tw-payment,FDAWS Gift Solutions Dev (wgiftcard-dev),628913298676,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.small,t3,standard,100,694.00,7,48,407,32,0,USD,0.05,38.76,Terminate,Terminate,db.t3.small,t3,No Action,standard,0.40000,0.40000,2.00000,2.00000,0,0,10,10,2085,2085,false,true,true,0.00,0.05,37.28,96.00,,nonprod,nonprod,2400,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,73
bts-prod-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:675440017561:db:bts-prod-merchant-db-east-global-instance-2,bts-prod-merchant-db-east-global-instance-2,FDAWS BusinessTrack Prod,675440017561,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,33,78,38,5,133,USD,0.46,317.99,Rightsize,Rightsize,db.r6g.xlarge,r6g,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.41,33.44,11.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,74
bts-prod-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:675440017561:db:bts-prod-merchant-db-east-global-instance-3,bts-prod-merchant-db-east-global-instance-3,FDAWS BusinessTrack Prod,675440017561,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,59,91,256654,13588,133,USD,0.46,317.99,Rightsize,Rightsize,db.r6g.xlarge,r6g,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.41,33.44,11.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,75
stage-miamdb-instance-1-cluster,arn:aws:rds:us-west-2:871418687315:db:stage-miamdb-instance-1,stage-miamdb-instance-1,FDAWS Merchant IAM Nonprod,871418687315,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,29,74,17,2,121,USD,0.46,317.99,Rightsize,Rightsize,db.r6g.xlarge,r6g,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.41,33.44,11.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,76
stage-miamdb-instance-1-cluster,arn:aws:rds:us-west-2:871418687315:db:stage-miamdb-instance-2,stage-miamdb-instance-2,FDAWS Merchant IAM Nonprod,871418687315,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,33,74,13,2,121,USD,0.46,317.99,Rightsize,Rightsize,db.r6g.xlarge,r6g,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.41,33.44,11.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,77
stage-miamdb-instance-1-cluster,arn:aws:rds:us-west-2:871418687315:db:stage-miamdb-instance-3,stage-miamdb-instance-3,FDAWS Merchant IAM Nonprod,871418687315,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,52,83,35940,4535,121,USD,0.46,317.99,Rightsize,Rightsize,db.r6g.xlarge,r6g,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.41,33.44,11.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,78
N/A,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-starpex,wgiftcard-starpex,FDAWS Gift Solutions - Prod,958612202038,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.micro,t3,standard,100,694.00,8,81,313,27,0,USD,0.03,26.03,Terminate,Terminate,db.t3.micro,t3,Rightsize,gp2,0.20000,0.20000,1.00000,1.00000,0,100,50,20,2085,2085,false,true,true,0.00,0.03,22.63,87.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,79
sbox-b2b-market-cluster,arn:aws:rds:us-east-1:628913298676:db:sbox-b2b-market,sbox-b2b-market,FDAWS Gift Solutions Dev (wgiftcard-dev),628913298676,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.t3.small,t3,aurora,100,694.00,56,85,353,116,0,USD,0.03,22.48,Terminate,Terminate,db.t3.small,t3,,,0.40000,0.40000,2.00000,2.00000,0,N/A,0,N/A,2085,2085,false,true,true,0.00,0.03,22.48,100.00,,nonprod,nonprod,2400,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,80
confluence-cluster,arn:aws:rds:us-east-1:958612202038:db:confluence,confluence,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.t3.small,t3,aurora,100,694.00,59,85,335,6,0,USD,0.03,22.48,Terminate,Terminate,db.t3.small,t3,,,0.40000,0.40000,2.00000,2.00000,0,N/A,0,N/A,2085,2085,false,true,true,0.00,0.03,22.48,100.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,81
wgiftcard-accounts-dev,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-accounts-dev,wgiftcard-accounts-dev,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.t3.small,t3,aurora,100,694.00,56,89,358,115,0,USD,0.03,22.48,Terminate,Terminate,db.t3.small,t3,,,0.40000,0.40000,2.00000,2.00000,0,N/A,0,N/A,2085,2085,false,true,true,0.00,0.03,22.48,100.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,82
N/A,arn:aws:rds:us-east-1:446589977811:db:bts-stage-api-gateway-east,bts-stage-api-gateway-east,FDAWS BusinessTrack Nonprod,446589977811,Instance,,2025-06-03T21:00:00Z,PostgreSQL,db.t3.medium,t3,gp2,0,694.00,59,28,1942,1815,12,USD,0.06,47.98,Rightsize,Rightsize,db.t4g.small,t4g,No Action,gp2,0.40000,0.40000,4.00000,2.00000,300,300,100,100,2085,2085,false,false,false,0.00,0.03,21.93,46.00,,nonprod,nonprod,500,uaid-02135,uaid-05236,,gbs - rocco,,,,,,uaid-05236,,,gbs - rocco,,,,,,83
N/A,arn:aws:rds:us-west-2:446589977811:db:bts-stage-api-gateway-west,bts-stage-api-gateway-west,FDAWS BusinessTrack Nonprod,446589977811,Instance,,2025-06-03T21:00:00Z,PostgreSQL,db.t3.medium,t3,gp2,0,694.00,64,28,1988,1823,13,USD,0.06,47.98,Rightsize,Rightsize,db.t4g.small,t4g,No Action,gp2,0.40000,0.40000,4.00000,2.00000,300,300,100,100,2085,2085,false,false,false,0.00,0.03,21.93,46.00,,nonprod,nonprod,500,uaid-02135,uaid-05236,,gbs - rocco,,,,,,uaid-05236,,,gbs - rocco,,,,,,84
N/A,arn:aws:rds:us-west-2:446589977811:db:bts-stage-statements,bts-stage-statements,FDAWS BusinessTrack Nonprod,446589977811,Instance,,2025-06-03T22:00:00Z,PostgreSQL,db.t3.medium,t3,gp2,0,694.00,61,38,6500,4008,17,USD,0.06,60.73,Rightsize,Rightsize,db.t4g.small,t4g,No Action,gp2,0.40000,0.40000,4.00000,2.00000,750,750,250,250,2085,2085,false,false,false,0.00,0.03,21.93,36.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,85
aurora-svseu-merchant-cluster,arn:aws:rds:eu-west-1:243575567843:db:aurora-svseu-merchant,aurora-svseu-merchant,TW SVS,243575567843,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,100,694.00,66,66,0,0,5,USD,0.25,175.44,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.23,18.64,11.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,86
aurora-svseu-merchant-cluster,arn:aws:rds:eu-west-1:243575567843:db:aurora-svseu-merchant-eu-west-1a,aurora-svseu-merchant-eu-west-1a,TW SVS,243575567843,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,44,68,1055,11,5,USD,0.25,175.44,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.23,18.64,11.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,87
