Cluster ID,Resource ID,Resource Name,Account Name,Account Identifier,ClusterRole,FailoverOrder,Last Seen,Engine,Instance Type - Current,Instance Family - Current,Storage Type - Current,Idle,Hours Running,CPU Max,Memory Max,IOPS Max,Storage Throughput Max,Connections Max,Currency Code,Effective Rate - Current,Cost,Recommendation,Instance Recommendation,Instance Type - Recommended,Instance Family - Recommended,Storage Recommendation,Storage Type - Recommended,VCPU - Current,VCPU - Recommended,Memory - Current,Memory - Recommended,IOPS - Current,IOPS - Recommended,Storage - Current,Storage - Recommended,Storage Throughput - Current,Storage Throughput - Recommended,Previous Generation - Recommended,Equivalent Family - Recommended,Equivalent Memory - Recommended,Risk,Effective Rate - Recommended,Savings,Savings Percent,ACC-FDC-DIV,ACC-FDC-ENV,ACC-FDC-ENV2,ACC-FDC-MONTHLY-BUDGET,ACC-FDC-UAID,ACC-FDC-UAID2,ACC-FDC-nodepartment-thisiszone,ACC:FDC:DEPARTMENT,ADS-AWS-TEST-environments,ADS-K8S-TEST-F2NI2LE,APMID,APP-APM-LABEL,AppName,Application UID,Azure Resource Group,Business Unit,DIVISION,FNX Environment ID,Name,Purpose,UAID,argocd-instances,Export Order
clx-prod-fraudvas-db-west,arn:aws:rds:us-west-2:675440017561:db:clx-prod-fraudvas-db-west-instance-3,clx-prod-fraudvas-db-west-instance-3,FDAWS BusinessTrack Prod,675440017561,Writer,0,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.16xlarge,r5,aurora,95,694.00,5,83,15031,4475,130,USD,7.33,5087.85,Rightsize,Rightsize,db.x2g.8xlarge,x2g,,,64.00000,32.00000,512.00000,512.00000,0,N/A,0,N/A,N/A,9000,false,false,true,0.00,4.77,1780.75,35.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,1
N/A,arn:aws:rds:us-east-1:876055497336:db:master-secure-vpc,master-secure-vpc,Gyft Production,876055497336,Instance,,2025-06-03T21:00:00Z,MySQL,db.r5.4xlarge,r5,io1,0,694.00,47,85,530079,113568,857,USD,3.03,2967.81,Rightsize,Rightsize,db.x2g.2xlarge,x2g,Rightsize,gp3,16.00000,8.00000,128.00000,128.00000,5000,12000,666,666,3500,4750,false,false,true,0.00,2.06,1349.45,46.00,,prod,prod,43500,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,2
clx-prod-fraudvas-db-cluster-1,arn:aws:rds:us-east-1:675440017561:db:clx-prod-fraudvas-db-instance-1,clx-prod-fraudvas-db-instance-1,FDAWS BusinessTrack Prod,675440017561,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,100,694.00,21,82,28898,3788,0,USD,1.83,1271.96,Terminate,Terminate,db.r5.4xlarge,r5,,,16.00000,16.00000,128.00000,128.00000,0,N/A,0,N/A,3500,3500,false,true,true,0.00,1.83,1271.96,100.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,3
clx-prod-fraudvas-db-cluster-1,arn:aws:rds:us-east-1:675440017561:db:clx-prod-fraudvas-db-instance-1-us-east-1a,clx-prod-fraudvas-db-instance-1-us-east-1a,FDAWS BusinessTrack Prod,675440017561,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,100,694.00,23,82,30603,4011,0,USD,1.83,1271.96,Terminate,Terminate,db.r5.4xlarge,r5,,,16.00000,16.00000,128.00000,128.00000,0,N/A,0,N/A,3500,3500,false,true,true,0.00,1.83,1271.96,100.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,4
N/A,arn:aws:rds:us-east-1:876055497336:db:master-secure-replica-vpc,master-secure-replica-vpc,Gyft Production,876055497336,Instance,,2025-06-03T21:00:00Z,MySQL,db.r5.2xlarge,r5,io1,0,694.00,15,85,267000,54996,29,USD,1.52,1976.89,Rightsize,Rightsize,db.x2g.xlarge,x2g,Rightsize,gp2,8.00000,4.00000,64.00000,64.00000,5000,3000,1000,1000,3500,4750,false,false,true,0.00,1.03,1091.90,55.00,,prod,prod,43500,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,5
wgiftcard-aurora-test-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-test,wgiftcard-aurora-test,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T22:00:00Z,Aurora MySQL,db.r5.8xlarge,r5,aurora,94,694.00,5,80,3320,435,185,USD,3.67,2543.93,Rightsize,Rightsize,db.x2g.4xlarge,x2g,,,32.00000,16.00000,256.00000,256.00000,0,N/A,0,N/A,N/A,4750,false,false,true,0.00,2.38,890.37,35.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,6
wgiftcard-aurora-test-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-test-us-east-1e,wgiftcard-aurora-test-us-east-1e,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T22:00:00Z,Aurora MySQL,db.r5.8xlarge,r5,aurora,6,694.00,9,85,191395,15477,185,USD,3.67,2543.93,Rightsize,Rightsize,db.x2g.4xlarge,x2g,,,32.00000,16.00000,256.00000,256.00000,0,N/A,0,N/A,N/A,4750,false,false,true,0.00,2.38,890.37,35.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,7
t3-proddb-backup-100724-cluster,arn:aws:rds:us-east-1:117054633658:db:t3-proddb-backup-100724,t3-proddb-backup-100724,fdaws-emv-certification-prod,117054633658,Writer,1,2025-06-03T21:00:00Z,Aurora PostgreSQL,db.r5.2xlarge,r5,aurora,100,694.00,17,75,348,1,0,USD,0.92,635.98,Terminate,Terminate,db.r5.2xlarge,r5,,,8.00000,8.00000,64.00000,64.00000,0,N/A,0,N/A,3500,3500,false,true,true,0.00,0.92,635.98,100.00,,prod,prod,500,uaid-06331,uaid-06331,,gbs,,,,,,,,,gbs,,,,,,8
bts-prod-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:675440017561:db:bts-prod-merchant-db-east-global-instance-1,bts-prod-merchant-db-east-global-instance-1,FDAWS BusinessTrack Prod,675440017561,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.12xlarge,r5,aurora,60,694.00,3,81,32,4,133,USD,5.50,3815.89,Rightsize,Rightsize,db.x2g.8xlarge,x2g,,,48.00000,32.00000,384.00000,512.00000,0,N/A,0,N/A,7000,9000,false,false,true,0.00,4.77,508.79,13.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,9
clx-prod-fraudvas-db-west,arn:aws:rds:us-west-2:675440017561:db:clx-prod-fraudvas-db-west-instance-1,clx-prod-fraudvas-db-west-instance-1,FDAWS BusinessTrack Prod,675440017561,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.12xlarge,r5,aurora,0,694.00,23,82,98913,12965,130,USD,5.50,3815.89,Rightsize,Rightsize,db.x2g.8xlarge,x2g,,,48.00000,32.00000,384.00000,512.00000,0,N/A,0,N/A,7000,9000,false,false,true,0.00,4.77,508.79,13.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,10
prod-miam-aurora-db-globaldb-instance-1-cluster-1,arn:aws:rds:us-east-1:889549232637:db:prod-miam-aurora-db-globaldb-instance-1,prod-miam-aurora-db-globaldb-instance-1,FDAWS Merchant IAM Prod,889549232637,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,27,694.00,9,83,5322,698,225,USD,1.83,1271.96,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.19,445.19,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,11
prod-miam-aurora-db-globaldb-instance-1-cluster-1,arn:aws:rds:us-east-1:889549232637:db:prod-miam-aurora-db-globaldb-instance-2,prod-miam-aurora-db-globaldb-instance-2,FDAWS Merchant IAM Prod,889549232637,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,17,694.00,8,83,5351,701,225,USD,1.83,1271.96,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.19,445.19,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,12
clx-prod-fraudvas-db-west,arn:aws:rds:us-west-2:675440017561:db:clx-prod-fraudvas-db-west-instance-2,clx-prod-fraudvas-db-west-instance-2,FDAWS BusinessTrack Prod,675440017561,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,0,694.00,38,100,33267,4360,130,USD,1.83,1271.96,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.19,445.19,35.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,13
prod-miam-aurora-db-globaldb-instance-1-cluster,arn:aws:rds:us-west-2:889549232637:db:prod-miam-aurora-db-globaldb-instance-1,prod-miam-aurora-db-globaldb-instance-1,FDAWS Merchant IAM Prod,889549232637,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,96,694.00,8,80,15,2,605,USD,1.83,1271.96,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.19,445.19,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,14
prod-miam-aurora-db-globaldb-instance-1-cluster,arn:aws:rds:us-west-2:889549232637:db:prod-miam-aurora-db-globaldb-instance-2,prod-miam-aurora-db-globaldb-instance-2,FDAWS Merchant IAM Prod,889549232637,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,0,694.00,36,87,160661,12595,605,USD,1.83,1271.96,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.19,445.19,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,15
prod-miam-aurora-db-globaldb-instance-1-cluster,arn:aws:rds:us-west-2:889549232637:db:prod-miam-aurora-db-globaldb-instance-3,prod-miam-aurora-db-globaldb-instance-3,FDAWS Merchant IAM Prod,889549232637,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,95,694.00,9,80,13,2,605,USD,1.83,1271.96,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.19,445.19,35.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,16
N/A,arn:aws:rds:us-east-1:876055497336:db:db02-vpc,db02-vpc,Gyft Production,876055497336,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.small,t3,io1,100,694.00,6,50,572,29,0,USD,0.03,434.55,Terminate,Terminate,db.t3.small,t3,Terminate,io1,0.40000,0.40000,2.00000,2.00000,5000,5000,500,500,2085,2085,false,true,true,0.00,0.03,434.55,100.00,,prod,prod,43500,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,17
wgiftcard-aurora-eu-cluster,arn:aws:rds:eu-west-1:958612202038:db:wgiftcard-aurora-eu-eu-west-1b,wgiftcard-aurora-eu-eu-west-1b,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,0,694.00,16,87,11610,313,59,USD,2.02,1403.55,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.40,429.84,31.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,18
wgiftcard-aurora-eu-cluster,arn:aws:rds:eu-west-1:958612202038:db:wgiftcard-aurora-eu-eu-west-1c,wgiftcard-aurora-eu-eu-west-1c,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.4xlarge,r5,aurora,0,694.00,13,84,5105,669,59,USD,2.02,1403.55,Rightsize,Rightsize,db.x2g.2xlarge,x2g,,,16.00000,8.00000,128.00000,128.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,1.40,429.84,31.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,19
N/A,arn:aws:rds:us-east-1:675440017561:db:bts-prod-kong-east,bts-prod-kong-east,FDAWS BusinessTrack Prod,675440017561,Instance,,2025-06-03T21:00:00Z,PostgreSQL,db.m5.xlarge,m5,io1,0,694.00,24,37,759,933,97,USD,0.56,556.72,Rightsize,Rightsize,db.m6g.large,m6g,Rightsize,gp2,4.00000,2.00000,16.00000,8.00000,1000,300,100,100,2120,4750,false,false,false,0.00,0.25,365.37,66.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,20
N/A,arn:aws:rds:us-west-2:675440017561:db:bts-prod-kong-west,bts-prod-kong-west,FDAWS BusinessTrack Prod,675440017561,Instance,,2025-06-03T21:00:00Z,PostgreSQL,db.m5.xlarge,m5,io1,0,694.00,32,37,1140,1823,89,USD,0.56,556.72,Rightsize,Rightsize,db.m6g.large,m6g,Rightsize,gp3,4.00000,2.00000,16.00000,8.00000,1000,3000,100,100,2120,4750,false,false,false,0.00,0.25,365.37,66.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,21
clx-local-fraudvas-db-cluster,arn:aws:rds:us-west-2:446589977811:db:clx-local-fraudvas-db-cluster,clx-local-fraudvas-db-cluster,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,100,694.00,33,74,422,129,0,USD,0.46,317.99,Terminate,Terminate,db.r5.xlarge,r5,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,3500,false,true,true,0.00,0.46,317.99,100.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,22
clx-cert-fraudvas-db-west,arn:aws:rds:us-west-2:675440017561:db:clx-cert-fraudvas-db-west-instance-1,clx-cert-fraudvas-db-west-instance-1,FDAWS BusinessTrack Prod,675440017561,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,100,694.00,31,74,420,129,0,USD,0.46,317.99,Terminate,Terminate,db.r5.xlarge,r5,,,4.00000,4.00000,32.00000,32.00000,0,N/A,0,N/A,3500,3500,false,true,true,0.00,0.46,317.99,100.00,,prod,prod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,23
wgiftcard-aurora-production-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-production,wgiftcard-aurora-production,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.8xlarge,r5,aurora,0,694.00,85,86,499133,65422,377,USD,3.67,2543.93,Rightsize,Rightsize,db.r6g.8xlarge,r6g,,,32.00000,32.00000,256.00000,256.00000,0,N/A,0,N/A,N/A,9000,false,false,true,0.00,3.28,267.00,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,24
wgiftcard-aurora-production-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-production-us-east-1e,wgiftcard-aurora-production-us-east-1e,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.8xlarge,r5,aurora,0,694.00,72,94,762515,56635,377,USD,3.67,2543.93,Rightsize,Rightsize,db.r6g.8xlarge,r6g,,,32.00000,32.00000,256.00000,256.00000,0,N/A,0,N/A,N/A,9000,false,false,true,0.00,3.28,267.00,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,25
N/A,arn:aws:rds:eu-west-1:892562908805:db:lookeu,lookeu,Gift Solutions - Data Warehouse,892562908805,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.medium,t3,io1,100,694.00,61,45,783,126,0,USD,0.11,266.10,Terminate,Terminate,db.t3.medium,t3,Terminate,io1,0.40000,0.40000,4.00000,4.00000,1000,1000,120,120,2085,2085,false,true,true,0.00,0.11,266.10,100.00,,prod,prod,13500,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,26
N/A,arn:aws:rds:us-west-2:446589977811:db:clxtck,clxtck,FDAWS BusinessTrack Nonprod,446589977811,Instance,,2025-06-03T21:00:00Z,Oracle,db.m5.large,m5,gp2,100,694.00,25,58,6593,1202,0,USD,0.35,248.64,Terminate,Terminate,db.m5.large,m5,Terminate,gp2,2.00000,2.00000,8.00000,8.00000,300,300,100,100,2120,2120,false,true,true,0.00,0.35,248.64,100.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,27
N/A,arn:aws:rds:us-east-1:892562908805:db:lookus,lookus,Gift Solutions - Data Warehouse,892562908805,Instance,,2025-06-03T21:00:00Z,MySQL,db.t3.medium,t3,io1,100,694.00,47,75,442,35,0,USD,0.11,244.62,Terminate,Terminate,db.t3.medium,t3,Terminate,io1,0.40000,0.40000,4.00000,4.00000,1000,1000,120,120,2085,2085,false,true,true,0.00,0.11,244.62,100.00,,prod,prod,13500,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,28
wgiftcard-aurora-merchant-production-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-merchant-production,wgiftcard-aurora-merchant-production,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.2xlarge,r5,aurora,0,694.00,15,80,4248,36,74,USD,0.92,635.98,Rightsize,Rightsize,db.x2g.xlarge,x2g,,,8.00000,4.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.60,222.59,35.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,29
wgiftcard-aurora-merchant-production-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-merchant-production-us-east-1b,wgiftcard-aurora-merchant-production-us-east-1b,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.2xlarge,r5,aurora,0,694.00,16,78,2,0,74,USD,0.92,635.98,Rightsize,Rightsize,db.x2g.xlarge,x2g,,,8.00000,4.00000,64.00000,64.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.60,222.59,35.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,30
N/A,arn:aws:rds:us-east-1:445111228619:db:srodev,srodev,fdaws-smartrouting-nonprod,445111228619,Instance,,2025-06-03T21:00:00Z,Oracle,db.m5.large,m5,gp3,100,694.00,71,73,17618,3235,0,USD,0.27,221.52,Terminate,Terminate,db.m5.large,m5,Terminate,gp3,2.00000,2.00000,8.00000,8.00000,12000,3000,200,200,2120,2120,false,true,true,0.00,0.27,221.52,100.00,,,,,,,,,,,,,,,,,,,,,,,31
N/A,arn:aws:rds:us-west-2:889549232637:db:prod-miam-user-provisioning,prod-miam-user-provisioning,FDAWS Merchant IAM Prod,889549232637,Instance,,2025-06-03T21:00:00Z,MySQL,db.r5.xlarge,r5,gp2,65,694.00,18,16,5034,983,9,USD,0.38,280.17,Rightsize,Rightsize,db.m6g.large,m6g,No Action,gp2,4.00000,2.00000,32.00000,8.00000,600,600,200,200,3500,4750,false,false,false,0.00,0.12,179.83,64.00,,prod,prod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,32
emv-t3-redhat-prod-092624-cluster,arn:aws:rds:us-east-1:117054633658:db:emv-t3-redhat-prod-092624,emv-t3-redhat-prod-092624,fdaws-emv-certification-prod,117054633658,Writer,1,2025-06-03T21:00:00Z,Aurora PostgreSQL,db.r6g.2xlarge,r6g,aurora,8,694.00,16,75,348,1,1,USD,0.82,569.09,Rightsize,Rightsize,db.x2g.xlarge,x2g,,,8.00000,4.00000,64.00000,64.00000,0,N/A,0,N/A,4750,4750,false,false,true,0.00,0.60,155.71,27.00,,prod,prod,500,uaid-06331,uaid-06331,,gbs,,,,,,,,,gbs,,,,,,33
N/A,arn:aws:rds:eu-central-1:186452662675:db:ddp-dev-euc1,ddp-dev-euc1,fdaws-digital-payouts-nonprod,186452662675,Instance,,2025-06-03T21:00:00Z,Oracle,db.m5.2xlarge,m5,gp3,91,694.00,10,89,7617,2136,121,USD,0.64,465.45,Rightsize,Rightsize,db.r6i.xlarge,r6i,Rightsize,gp2,8.00000,4.00000,32.00000,32.00000,12000,600,200,200,2120,10000,false,false,true,0.00,0.45,136.04,29.00,,nonprod,nonprod,500,uaid-05469,uaid-05469,,gbs-na,,,,,,,,,gbs-na,,,,,,34
N/A,arn:aws:rds:eu-central-1:186452662675:db:ddp-qa-euc1,ddp-qa-euc1,fdaws-digital-payouts-nonprod,186452662675,Instance,,2025-06-03T21:00:00Z,Oracle,db.m5.2xlarge,m5,gp3,49,694.00,23,92,38018,9202,287,USD,0.64,465.45,Rightsize,Rightsize,db.r6i.xlarge,r6i,Rightsize,gp2,8.00000,4.00000,32.00000,32.00000,12000,600,200,200,2120,10000,false,false,true,0.00,0.45,136.04,29.00,,nonprod,nonprod,500,uaid-05469,uaid-05469,,gbs-na,,,,,,,,,gbs-na,,,,,,35
emv-uat-db-04112025-cluster,arn:aws:rds:us-east-1:249316530446:db:emv-uat-db-04112025,emv-uat-db-04112025,fdaws-emv-certification-nonprod,249316530446,Writer,1,2025-06-03T21:00:00Z,Aurora PostgreSQL,db.r6g.2xlarge,r6g,aurora,1,593.96,26,75,4296306,47455,21,USD,0.82,487.06,Rightsize,Rightsize,db.x2g.xlarge,x2g,,,8.00000,4.00000,64.00000,64.00000,0,N/A,0,N/A,4750,4750,false,false,true,0.00,0.60,133.26,27.00,,nonprod,nonprod,500,uaid-06331,uaid-06331,,gbs,,,,,,,,,gbs,,,,,,36
aurora-svstest-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svstest,aurora-svstest,TW SVS,243575567843,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,32,78,40,5,30,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,37
aurora-svstest-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svstest-us-east-1a,aurora-svstest-us-east-1a,TW SVS,243575567843,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,27,81,3687,24,30,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,38
bts-stage-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:446589977811:db:bts-stage-merchant-db-east-global-instance-1,bts-stage-merchant-db-east-global-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,25,74,142,19,28,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,39
bts-stage-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:446589977811:db:bts-stage-merchant-db-east-global-instance-2,bts-stage-merchant-db-east-global-instance-2,FDAWS BusinessTrack Nonprod,446589977811,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,29,74,142,19,28,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,40
stage-miamdb-instance-1-cluster-1,arn:aws:rds:us-east-1:871418687315:db:stage-miamdb-instance-1,stage-miamdb-instance-1,FDAWS Merchant IAM Nonprod,871418687315,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,30,74,75,10,26,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,41
stage-miamdb-instance-1-cluster-1,arn:aws:rds:us-east-1:871418687315:db:stage-miamdb-instance-2,stage-miamdb-instance-2,FDAWS Merchant IAM Nonprod,871418687315,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,0,694.00,25,74,100,13,26,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,42
bts-stage-merchant-db-west-global-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-stage-merchant-db-west-global-instance-1,bts-stage-merchant-db-west-global-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.xlarge,r5,aurora,100,694.00,25,74,2,0,40,USD,0.46,317.99,Rightsize,Rightsize,db.x2g.large,x2g,,,4.00000,2.00000,32.00000,32.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.30,111.30,35.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,43
